PKEY;ESTADO;NIVELCONTROL;SUCURSAL;SERIE;CODOPERACION;FECHA;AGENTE;REFERENCIA;ENTIDAD;ENTIDAD_NOMBRE;FORMAPAGO;FORMAPAGO_DES;PERIODICIDAD;PERIODICIDAD_DES;TOTALBRUTO;TOTALDTO;TOTALBASE;TOTALIVA;TOTALNETO;CIF_DNI;DOCENTIDAD;FECHADOCENTIDAD;TRANSPORTISTA;TRANSPORTE_FECHA_ENTREGA_ESTIMADA;TRANSPORTE_FECHA_ENTREGA_EFECTIVA;DEPARTAMENTO;DEPARTAMENTO_DESCRIPCION;TOTALTRANSPORTE;ETIQUETA
4884;0;4;1;A;154;24/10/2023 16:31:03;54;descuentos;25257;jaimito;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;55,29;0;55,29;11,61;66,9;78945612K;;01/01/1899 0:00:00;0;;;0;;0;
4885;2;2;1;A;20230065;24/10/2023 16:31:00;54;;25257;jaimito;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;554,5;0;554,5;114,75;658,16;78945612K;;01/01/1899 0:00:00;0;;;0;;0;
4886;0;4;1;A;155;24/10/2023 16:31:00;54;;25257;jaimito;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;559,5;0;559,5;115,25;663,56;78945612K;;01/01/1899 0:00:00;0;;;0;;0;
4887;5;2;1;A;20230066;24/10/2023 16:38:00;54;;25257;jaimito;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;554,5;0;554,5;114,75;658,16;78945612K;;01/01/1899 0:00:00;0;;;0;;0;
4892;0;4;1;A;156;27/10/2023 11:55:21;54;;25257;jaimito;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;545;0;545;113,6;647,7;78945612K;;01/01/1899 0:00:00;0;;;0;;0;
4898;0;6;1;A;401;01/11/2023 0:00:00;54;nomina;53;Manuel;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1710;0;1710;0;1710;96968654X;;01/11/2023 0:00:00;0;;;0;;0;
4899;0;6;1;A;402;01/11/2023 0:00:00;54;nomina;53;Manuel;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1710;0;1710;0;1710;96968654X;123456;01/11/2023 0:00:00;0;;;0;;0;
4900;0;6;1;GS;3200;01/11/2023 0:00:00;25240;NOMINA ENERO 2022;25253;REMUNERACIONES DE TRABAJADORES (NOMINA);4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;6800;0;6800;0;6800;;02/02/2022;01/11/2023 0:00:00;0;;;0;;0;
4901;0;6;1;A;403;01/11/2023 0:00:00;54;nomina;53;Manuel;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1710;0;1710;0;1710;96968654X;;01/11/2023 0:00:00;0;;;0;;0;
4902;0;6;1;A;404;01/11/2023 0:00:00;54;nomina;53;Manuel;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1710;0;1710;0;1710;96968654X;123456;01/11/2023 0:00:00;0;;;0;;0;
4903;0;6;1;GS;3201;01/11/2023 0:00:00;25240;NOMINA ENERO 2022;25253;REMUNERACIONES DE TRABAJADORES (NOMINA);4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;6800;0;6800;0;6800;;02/02/2022;01/11/2023 0:00:00;0;;;0;;0;
4904;0;6;1;GS;3202;01/11/2023 0:00:00;25240;NOMINA ENERO 2022;25253;REMUNERACIONES DE TRABAJADORES (NOMINA);4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;6800;0;6800;0;6800;;02/02/2022;01/11/2023 0:00:00;0;;;0;;0;
4905;0;6;1;GS;3203;01/11/2023 0:00:00;50;nomina;25228;Anton;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1500;0;1500;0;1500;99888777F;1234;01/11/2023 0:00:00;0;;;0;;0;
4906;0;6;1;GS;3204;01/11/2023 0:00:00;50;nomina;25228;Anton;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1500;0;1500;0;1500;99888777F;5454;01/11/2023 0:00:00;0;;;0;;0;
4917;0;6;1;A;405;31/10/2023 12:44:00;25239;;25261;Cristian Sánchez;3;DOMICILIACION LA CAIXA;2;30 DIAS;183,72;0;183,72;0;183,72;87654321X;;01/01/1899 0:00:00;0;;;0;;0;
4918;0;6;1;A;406;31/10/2023 12:46:00;25239;;25261;Cristian Sánchez;3;DOMICILIACION LA CAIXA;2;30 DIAS;183,72;0;183,72;0;183,72;87654321X;;01/01/1899 0:00:00;0;;;0;;0;
4922;5;2;1;A;20230067;03/11/2023 12:14:00;115;;200458;AMAZON EU SARL;3;DOMICILIACION LA CAIXA;1;A LA VISTA;305;0;305;63,5;368,5;;;01/01/1899 0:00:00;0;;;0;;0;
4948;0;5;1;A;20230043;09/11/2023 14:58:00;25239;;25261;Cristian Sánchez;1;CONTADO;2;30 DIAS;300;0;300;0;300;87654321X;;01/01/1899 0:00:00;0;;;0;;0;
5121;0;5;1;A;20230044;20/11/2023 14:36:00;59;;200477;prueba alquiler;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1935,29;0;1935,29;406,41;1973,99;;;01/01/1899 0:00:00;0;;;0;;0;
5123;0;1;1;A;16;21/11/2023 10:04:00;25239;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;900;0;900;189;1089;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
5124;0;5;1;A;20230045;21/11/2023 10:05:00;25239;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;55;0;55;11,55;66,55;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
5127;0;2;1;A;20230068;21/11/2023 16:39:38;25229;ANÁLISIS DE NECESIDADES DE COMPRA;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;2320;0;2320;487,2;2807,2;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
5128;0;2;1;A;20230069;21/11/2023 16:39:38;54;ANÁLISIS DE NECESIDADES DE COMPRA;25257;jaimito;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;8170;0;8170;0;8170;78945612K;;01/01/1899 0:00:00;0;;;0;;0;
5129;0;2;1;A;20230070;23/11/2023 13:06:23;25239;PEDIDO: 5122;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;300;0;300;63;363;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
5130;0;2;1;A;20230071;23/11/2023 13:06:23;25239;PEDIDO: 5122;25252;Javier Play;3;DOMICILIACION LA CAIXA;1;A LA VISTA;2,5;0;2,5;0,1;2,6;47000000Y;;01/01/1899 0:00:00;0;;;0;;0;
5131;0;2;1;A;20230072;23/11/2023 13:08:00;25239;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;302,5;0;302,5;63,1;365,6;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
5132;0;2;1;A;20230073;23/11/2023 13:10:00;25239;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;302,5;151,25;151,25;31,55;182,8;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
5133;0;2;1;A;20230074;23/11/2023 13:10:00;25239;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;401,36;200,68;200,68;42,14;242,82;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
5134;2;2;1;A;20230075;23/11/2023 13:10:00;25239;;25252;Javier Play;3;DOMICILIACION LA CAIXA;1;A LA VISTA;2,5;1,25;1,25;0,05;1,3;47000000Y;;01/01/1899 0:00:00;0;;;0;;0;
5135;0;4;1;A;157;24/11/2023 9:58:00;25239;;200477;prueba alquiler;3;DOMICILIACION LA CAIXA;1;A LA VISTA;2,5;1,25;1,25;0,05;1,3;;;01/01/1899 0:00:00;0;;;0;;0;
5138;3;4;1;A;158;29/11/2023 12:42:00;25239;;200477;prueba alquiler;3;DOMICILIACION LA CAIXA;1;A LA VISTA;2,5;1,25;1,25;0,05;1,24;;2255;01/01/1899 0:00:00;0;;;0;;0;
5143;0;6;1;A;407;15/03/2024 17:15:00;25240;;200494;ADUANAS;5;DOMICILIACION SANTANDER;2;30 DIAS;0;0;0;210;210;;125852;01/03/2024 0:00:00;0;;;0;;0;
5176;3;4;1;A;159;14/12/2023 11:41:00;59;;200459;ENTIDAD EXTERNA - ALEMANIA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;30,4;1,52;28,88;0;28,88;888555;;01/01/1899 0:00:00;0;;;0;;0;
5178;0;5;1;A;20230046;14/12/2023 11:46:00;59;;200459;ENTIDAD EXTERNA - ALEMANIA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;30,4;1,52;28,88;0;28,88;888555;;01/01/1899 0:00:00;0;;;0;;0;
5179;0;6;1;A;408;01/12/2023 0:00:00;54;nomina;53;Manuel;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1710;0;1710;0;1710;96968654X;;01/12/2023 0:00:00;0;;;0;;0;
5180;0;6;1;A;409;01/12/2023 0:00:00;54;nomina;53;Manuel;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1710;0;1710;0;1710;96968654X;123456;01/12/2023 0:00:00;0;;;0;;0;
5181;0;6;1;GS;3205;01/12/2023 0:00:00;25240;NOMINA ENERO 2022;25253;REMUNERACIONES DE TRABAJADORES (NOMINA);4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;6800;0;6800;0;6800;;02/02/2022;01/12/2023 0:00:00;0;;;0;;0;
5182;0;6;1;A;410;01/12/2023 0:00:00;54;nomina;53;Manuel;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1710;0;1710;0;1710;96968654X;;01/12/2023 0:00:00;0;;;0;;0;
5183;0;6;1;A;411;01/12/2023 0:00:00;54;nomina;53;Manuel;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1710;0;1710;0;1710;96968654X;123456;01/12/2023 0:00:00;0;;;0;;0;
5184;0;6;1;GS;3206;01/12/2023 0:00:00;25240;NOMINA ENERO 2022;25253;REMUNERACIONES DE TRABAJADORES (NOMINA);4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;6800;0;6800;0;6800;;02/02/2022;01/12/2023 0:00:00;0;;;0;;0;
5185;0;6;1;GS;3207;01/12/2023 0:00:00;25240;NOMINA ENERO 2022;25253;REMUNERACIONES DE TRABAJADORES (NOMINA);4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;6800;0;6800;0;6800;;02/02/2022;01/12/2023 0:00:00;0;;;0;;0;
5186;0;6;1;GS;3208;01/12/2023 0:00:00;50;nomina;25228;Anton;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1500;0;1500;0;1500;99888777F;4321;01/12/2023 0:00:00;0;;;0;;0;
5187;0;6;1;GS;3209;01/12/2023 0:00:00;50;nomina;25228;Anton;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1600;0;1600;0;1600;99888777F;;01/12/2023 0:00:00;0;;;0;;0;
5188;0;4;1;A;160;19/12/2023 11:49:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1935,29;0;1935,29;406,41;2341,7;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
5189;0;5;1;A;20230047;19/12/2023 11:51:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;680;0;680;142,8;822,8;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
5199;0;5;1;C;5;28/12/2023 9:41:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;0;FORMA DEFECTO;34,74;0;34,74;1,13;30,66;B33666547;;01/01/1899 0:00:00;0;;;0;;0;
5204;2;2;1;A;20230076;28/12/2023 12:44:00;59;;200477;prueba alquiler;3;DOMICILIACION LA CAIXA;1;A LA VISTA;100;0;100;10;91;;;01/01/1899 0:00:00;0;;;0;;0;
5206;2;2;1;A;20230077;28/12/2023 12:45:00;59;;0;ENTIDAD DEFECTO;3;DOMICILIACION LA CAIXA;1;A LA VISTA;100;0;100;10;110;00000000;;01/01/1899 0:00:00;0;;;0;;0;
5207;0;5;1;A;20230048;29/12/2023 14:13:00;54;;25257;jaimito;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;0;0;0;210;210;78945612K;;01/01/1899 0:00:00;0;;;0;;0;
5227;0;6;1;GS;3210;12/01/2024 11:05:00;50;nomina;25228;Anton;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1600;0;1600;0;1600;99888777F;;01/12/2023 0:00:00;0;;;0;;0;
5255;5;2;1;A;20230078;23/01/2024 15:54:00;0;PEDIDO GENERADO DESDE REPOSICIONES;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;14;0;14;0,56;14,56;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
5256;2;2;1;A;20230079;23/01/2024 15:54:00;0;HG500;25261;Cristian Sánchez;1;CONTADO;2;30 DIAS;411;0;411;0;411;87654321X;;01/01/1899 0:00:00;0;;;0;;0;
5275;0;6;1;GS;3211;07/02/2024 15:36:00;59;;200459;ENTIDAD EXTERNA - ALEMANIA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;500;25;475;0;475;888555;;01/01/1899 0:00:00;0;;;0;;0;
5282;0;4;1;A;161;12/02/2024 16:14:22;0;PEDIDO GENERADO DESDE REPOSICIONES;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;14;0;14;0,56;14,56;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
5284;2;2;1;A;202400087;12/02/2024 16:53:00;0;PEDIDO GENERADO DESDE REPOSICIONES;25257;jaimito;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1139;0;1139;224,36;1340,58;78945612K;;01/01/1899 0:00:00;0;;;0;;0;
5286;0;6;1;GS;3212;15/02/2024 10:58:00;54;;25263;PEPITO;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1860;0;1860;0;1860;71717171C;;01/01/1899 0:00:00;0;;;0;;0;
5307;5;2;1;A;202400088;26/02/2024 14:30:00;54;;25261;Cristian Sánchez;1;CONTADO;2;30 DIAS;3,2;0;3,2;0;3,2;87654321X;;01/01/1899 0:00:00;0;;;0;;0;
5311;0;5;1;A;20230049;27/02/2024 11:28:00;25265;;25261;Cristian Sánchez;1;CONTADO;2;30 DIAS;22;0;22;0;22;87654321X;;01/01/1899 0:00:00;0;;;0;;0;
5321;0;4;1;A;162;28/02/2024 11:32:00;54;;25261;Cristian Sánchez;1;CONTADO;2;30 DIAS;1935,29;0;1935,29;0;1935,29;87654321X;;01/01/1899 0:00:00;0;;;0;;0;
5323;0;4;1;A;163;28/02/2024 11:42:00;59;;25261;Cristian Sánchez;1;CONTADO;2;30 DIAS;25,35;0;25,35;0;25,35;87654321X;;01/01/1899 0:00:00;0;;;0;;0;
5326;0;5;1;A;20230051;01/03/2024 0:00:00;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;0;0;0;0;0;A20597464;2301;01/03/2024 0:00:00;0;;;0;;0;
5327;0;5;1;A;20230052;01/03/2024 0:00:00;25265;;25241;MANUEL GONZALEZ;3;DOMICILIACION LA CAIXA;2;30 DIAS;96;0;96;20,16;116,16;B12345678;;01/03/2024 0:00:00;0;;;0;;0;
5328;0;5;1;A;20230053;01/03/2024 0:00:00;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;16,53;0,5;16,03;3,37;16,92;A20597464;;01/03/2024 0:00:00;0;;;0;;0;
5329;0;5;1;A;20230054;01/03/2024 0:00:00;59;;1;ServiPrueba;6;DOMICILIACION;5;90 DIAS;1300,75;0;1300,75;195,5;1496,25;B66555885;PRBA;01/03/2024 0:00:00;0;;;0;;0;
5330;0;5;1;A;20230055;01/03/2024 0:00:00;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;0;0;0;0;0;A20597464;2301;01/03/2024 0:00:00;0;;;0;;0;
5331;0;5;1;A;20230056;02/02/2024 14:58:00;25265;;25241;MANUEL GONZALEZ;3;DOMICILIACION LA CAIXA;2;30 DIAS;96;0;96;20,16;116,16;B12345678;;02/02/2024 14:58:00;0;;;0;;0;
5332;0;5;1;A;20230057;17/02/2024 9:15:00;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;16,53;0,5;16,03;3,37;16,92;A20597464;;17/02/2024 9:15:00;0;;;0;;0;
5333;0;5;1;A;20230058;29/02/2024 0:00:00;59;;1;ServiPrueba;6;DOMICILIACION;5;90 DIAS;1300,75;0;1300,75;195,5;1496,25;B66555885;PRBA;29/02/2024 0:00:00;0;;;0;;0;
5334;0;5;1;A;20230059;06/02/2024 11:43:00;54;Prueba fechas;25257;jaimito;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;10;0;10;2,1;11,9;78945612K;37;06/02/2024 11:43:00;0;;;0;;0;
5335;0;5;1;A;20230060;17/02/2024 9:17:00;50;compra;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;35;0;35;7,35;37,1;B33666547;;17/02/2024 9:17:00;0;;;0;;0;
5336;0;5;1;A;20230061;25/02/2024 14:00:00;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;6000;0;6000;1260;7260;A20597464;;25/02/2024 0:00:00;0;;;0;;0;
5337;0;5;1;A;20230062;29/02/2024 0:00:00;59;;1;ServiPrueba;6;DOMICILIACION;5;90 DIAS;9,75;7,8;1,95;0,2;2,15;B66555885;;29/02/2024 0:00:00;0;;;0;;0;
5410;0;4;1;A;164;07/03/2024 15:44:15;0;PEDIDO GENERADO DESDE REPOSICIONES;25257;jaimito;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;10;0;10;2,1;11,9;78945612K;;01/01/1899 0:00:00;0;;;0;;0;
5417;0;5;1;A;20230063;11/03/2024 15:42:00;59;;200477;prueba alquiler;3;DOMICILIACION LA CAIXA;1;A LA VISTA;4572;0;4572;960,12;4663,44;;;01/01/1899 0:00:00;0;;;0;;0;
5428;0;6;1;GS;3213;20/03/2024 17:44:00;54;;25263;PEPITO;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1860;0;1860;0;1860;71717171C;;01/01/1899 0:00:00;0;;;0;;0;
5429;0;6;1;GS;3214;20/03/2024 17:45:00;50;nomina;25228;Anton;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1600;0;1600;0;1600;99888777F;;01/12/2023 0:00:00;0;;;0;;0;
5431;0;6;1;GS;3215;21/03/2024 12:49:00;54;;150;Comunidad Constitución 35;3;DOMICILIACION LA CAIXA;1;A LA VISTA;25,35;0;25,35;0;25,35;B00153201;;01/01/1899 0:00:00;0;;;0;;0;
5440;0;2;1;A;202400091;26/03/2024 11:38:22;59;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;300;0;300;0;300;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
5441;0;2;1;A;202400092;26/03/2024 11:38:22;59;;25241;MANUEL GONZALEZ;3;DOMICILIACION LA CAIXA;2;30 DIAS;192;0;192;40,32;232,32;B12345678;;01/01/1899 0:00:00;0;;;0;;0;
5443;0;2;1;A;202400094;29/03/2024 11:38:00;59;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;2;0,06;1,94;0,41;2,35;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
5447;5;2;1;A;202400096;27/03/2024 10:59:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;300,8;0;300,8;0,03;300,83;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
5450;2;2;1;A;202400098;03/04/2024 17:07:00;59;Prueba marca;200486;REAG;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0;0;0;0;0;;;01/01/1899 0:00:00;0;;;0;;0;
5451;3;4;1;A;165;03/04/2024 17:07:00;59;marca;200459;ENTIDAD EXTERNA - ALEMANIA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0;0;0;0;0;888555;;01/01/1899 0:00:00;0;;;0;;0;
5452;3;4;1;A;166;04/04/2024 12:38:18;59;Prueba marca;200486;REAG;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0;0;0;0;0;;;01/01/1899 0:00:00;0;;;0;;0;
5453;2;2;1;A;202400099;04/04/2024 12:47:00;0;;25257;jaimito;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1119;0;1119;220,16;1316,78;78945612K;;01/01/1899 0:00:00;0;;;0;;0;
5454;3;4;1;A;167;04/04/2024 12:48:52;115;;200458;AMAZON EU SARL;3;DOMICILIACION LA CAIXA;1;A LA VISTA;5;0;5;0,5;5,5;;;01/01/1899 0:00:00;0;;;0;;0;
5458;0;4;1;A;168;04/04/2024 13:19:22;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;502;0;502;105,42;607,42;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
5464;0;5;1;A;20230064;08/04/2024 0:00:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;-675;0;-675;-158,75;-833,75;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
5465;0;5;1;A;20230065;08/04/2024 0:00:00;54;;200458;AMAZON EU SARL;0;FORMA DEFECTO;0;FORMA DEFECTO;5;0;5;0,5;5,5;;;01/01/1899 0:00:00;0;;;0;;0;
5466;0;5;1;A;20230066;08/04/2024 0:00:00;54;;200460;ENTIDAD FRANCIA;0;FORMA DEFECTO;0;FORMA DEFECTO;2508;0;2508;0;2508;78523695Q;;01/01/1899 0:00:00;0;;;0;;0;
5467;0;5;1;A;20230067;08/04/2024 0:00:00;54;;200477;prueba alquiler;0;FORMA DEFECTO;0;FORMA DEFECTO;2,5;1,25;1,25;0,05;1,24;;2255;01/01/1899 0:00:00;0;;;0;;0;
5468;0;5;1;A;20230068;08/04/2024 0:00:00;54;;200486;REAG;0;FORMA DEFECTO;0;FORMA DEFECTO;0;0;0;0;0;;;01/01/1899 0:00:00;0;;;0;;0;
5533;0;1;1;A;17;10/04/2024 11:00:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;0;0;0;0;0;B33666547;;01/01/1899 0:00:00;0;;;0;;0;
5541;0;5;1;A;20230069;15/04/2024 15:03:00;59;;200459;ENTIDAD EXTERNA - ALEMANIA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0,4;0,02;0,38;0;0,38;888555;;01/01/1899 0:00:00;0;;;0;;0;
5543;0;6;1;GS;3216;19/04/2024 16:47:00;25240;;25253;REMUNERACIONES DE TRABAJADORES (NOMINA);4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;0;0;0;0;0;;;01/01/1899 0:00:00;0;;;0;;0;
5544;0;6;1;GS;3217;31/03/2024 17:11:00;25240;;25253;REMUNERACIONES DE TRABAJADORES (NOMINA);4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1000;0;1000;0;1000;;;31/03/2024 0:00:00;0;;;0;;0;
5545;0;6;1;GS;3218;30/04/2024 17:26:00;54;;25244;SEGURIDAD SOCIAL;3;DOMICILIACION LA CAIXA;2;30 DIAS;200;0;200;0;200;;;01/01/1899 0:00:00;0;;;0;;0;
5549;0;6;1;GS;3219;30/04/2024 10:47:00;25240;;25253;REMUNERACIONES DE TRABAJADORES (NOMINA);4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1200;0;1200;0;1200;;;01/01/1899 0:00:00;0;;;0;;0;
5552;0;6;1;GS;3222;22/04/2024 12:55:00;25240;;25253;REMUNERACIONES DE TRABAJADORES (NOMINA);4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1200;0;1200;0;1200;;;01/01/1899 0:00:00;0;;;0;;0;
5553;6;6;1;GS;3223;22/04/2024 12:57:00;25240;;25253;REMUNERACIONES DE TRABAJADORES (NOMINA);4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1200;0;1200;0;1200;;;01/01/1899 0:00:00;0;;;0;;0;
5561;0;4;1;A;169;24/04/2024 15:28:01;0;;25257;jaimito;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1119;0;1119;220,16;1316,78;78945612K;;01/01/1899 0:00:00;0;;;0;;0;
5565;2;2;1;A;202400100;25/04/2024 16:25:00;59;;200459;ENTIDAD EXTERNA - ALEMANIA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;3,2;0,16;3,04;0;3,04;888555;;01/01/1899 0:00:00;0;;;0;;0;
5566;3;4;1;A;170;25/04/2024 16:26:17;59;;200459;ENTIDAD EXTERNA - ALEMANIA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;3,2;0,16;3,04;0;3,04;888555;;01/01/1899 0:00:00;0;;;0;;0;
5567;2;2;1;A;202400101;25/04/2024 16:42:00;59;;101;Ferretería Real;1;CONTADO;2;30 DIAS;293,2;14,66;278,54;57,98;336,52;B33555214;;01/01/1899 0:00:00;0;;;0;;0;
5568;3;4;1;A;171;25/04/2024 16:43:49;59;;200459;ENTIDAD EXTERNA - ALEMANIA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;293,2;14,66;278,54;0;278,54;888555;;01/01/1899 0:00:00;0;;;0;;0;
5577;0;4;1;A;172;30/04/2024 14:08:07;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0,4;0;0,4;0,02;0,42;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
5578;0;4;1;A;173;30/04/2024 14:13:00;0;HG500;25261;Cristian Sánchez;1;CONTADO;2;30 DIAS;551;0;551;0;551;87654321X;;01/01/1899 0:00:00;0;;;0;;0;
5589;0;5;1;R;2;13/05/2024 14:50:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;675;0;675;158,75;833,75;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
5595;0;2;1;A;202400102;16/05/2024 15:56:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;25;0;25;2,5;27,5;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
5598;0;2;1;A;202400103;20/05/2024 12:39:00;59;1;200459;ENTIDAD EXTERNA - ALEMANIA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;199,35;9,97;189,38;0;189,38;888555;;01/01/1899 0:00:00;0;;;0;;0;
5599;0;2;1;A;202400104;20/05/2024 12:40:00;54;2;200494;ADUANAS;3;DOMICILIACION LA CAIXA;1;A LA VISTA;62,04;0;62,04;12,89;74,93;;;01/01/1899 0:00:00;0;;;0;;0;
5608;0;6;1;GS;3224;21/05/2024 10:48:00;25240;;200455;REMUNERACIONES PENDIENTES DE TRABAJADORES (NOMINA);5;DOMICILIACION SANTANDER;1;A LA VISTA;1200;0;1200;0;1200;;;01/01/1899 0:00:00;0;;;0;;0;
5615;3;4;1;A;174;28/05/2024 10:38:00;59;;200459;ENTIDAD EXTERNA - ALEMANIA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;200,4;10,02;190,38;0;190,38;888555;;01/01/1899 0:00:00;0;;;0;;0;
5616;2;2;1;A;202400105;28/05/2024 12:29:00;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;3,2;0,1;3,1;0,12;2,74;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
5617;0;4;1;A;175;31/07/2024 9:21:51;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;3,2;0,1;3,1;0,12;2,74;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
5686;2;2;1;A;202400106;06/06/2024 12:22:00;54;;200494;ADUANAS;3;DOMICILIACION LA CAIXA;1;A LA VISTA;780;0;780;163,8;943,8;;;01/01/1899 0:00:00;0;;;0;;0;
